Experience,Job Type,Location,Education Level,Major,Level,Industry,Salary_in_USD
3.0,Full-time,UAE,Bachelor,Business,Unknown,Other,1362.397820163488
2.0,Full-time,UAE,Bachelor,Other,Unknown,Finance,817.4386920980927
0.0,Full-time,UAE,Unknown,Business,Assistant,Other,613.0790190735695
3.0,Full-time,UAE,Bachelor,Other,Executive,Other,1771.1171662125341
0.0,Full-time,UAE,Unknown,Other,Assistant,Retail,544.9591280653951
0.0,Full-time,UAE,Bachelor,Education & Teaching,Unknown,Education,749.3188010899183
0.0,Full-time,UAE,Unknown,Other,Unknown,Other,817.4386920980927
1.0,Full-time,UAE,Unknown,Other,Executive,Other,817.4386920980927
3.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Other,544.9591280653951
0.0,Full-time,UAE,Unknown,Other,Junior,Healthcare,2997.2752043596734
3.0,Full-time,UAE,Unknown,IT & Computer Science,Assistant,Manufacturing,544.9591280653951
0.0,Full-time,UAE,Unknown,Education & Teaching,Junior,Education,1634.8773841961854
2.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Manufacturing,490.46321525885566
0.0,Full-time,UAE,Unknown,Other,Unknown,Manufacturing,1221.3896457765668
2.0,Full-time,Unknown,Bachelor,Healthcare & Nursing,Unknown,Healthcare,3748.0699364214356
0.0,Contract,UAE,Unknown,Other,Unknown,Other,1089.9182561307903
0.0,Full-time,UAE,Unknown,Other,Senior,Manufacturing,749.3188010899183
2.0,Full-time,Unknown,Bachelor,Healthcare & Nursing,Unknown,Healthcare,3748.0699364214356
0.0,Full-time,UAE,Unknown,Business,Junior,Other,395.09536784741147
0.0,Full-time,UAE,Unknown,Other,Junior,Hospitality,749.3188010899183
0.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Other,613.0790190735695
5.0,Full-time,UAE,Bachelor,Business,Senior,Other,544.9591280653951
5.0,Unknown,Unknown,Unknown,IT & Computer Science,Senior,Other,1498.6376021798367
2.0,Full-time,UAE,Bachelor,Business,Unknown,Other,953.6784741144415
2.0,Full-time,UAE,Diploma,Other,Unknown,Retail,722.0708446866486
3.0,Full-time,UAE,Bachelor,Business,Mid,Finance,817.4386920980927
1.0,Full-time,UAE,Unknown,Business,Unknown,Retail,408.71934604904635
1.0,Full-time,UAE,Unknown,Other,Junior,Retail,408.71934604904635
2.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,2384.1961852861036
0.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Assistant,Healthcare,2724.795640326976
1.0,Full-time,UAE,Unknown,Other,Assistant,Other,817.4386920980927
1.0,Full-time,UAE,Unknown,Food & Beverage,Unknown,Hospitality,354.22343324250687
2.0,Contract,UAE,Unknown,Other,Assistant,Retail,817.4386920980927
1.0,Full-time,UAE,Bachelor,Business,Unknown,Healthcare,681.198910081744
0.0,Full-time,UAE,Unknown,Business,Manager,Other,681.198910081744
0.0,Full-time,UAE,Unknown,Business,Manager,Other,1362.397820163488
3.0,Full-time,UAE,Unknown,Real Estate & Construction,Senior,Construction,476.83923705722077
1.0,Full-time,UAE,Unknown,Other,Assistant,Other,585.8310626702997
2.0,Full-time,UAE,Unknown,Other,Executive,Other,1089.9182561307903
2.0,Full-time,UAE,Unknown,Business,Unknown,Manufacturing,953.6784741144415
2.0,Full-time,UAE,Bachelor,Business,Unknown,Other,749.3188010899183
1.0,Full-time,UAE,Unknown,Other,Assistant,Retail,953.6784741144415
0.0,Full-time,UAE,Bachelor,Business,Executive,Retail,817.4386920980927
1.0,Contract,UAE,Unknown,Other,Junior,Other,544.9591280653951
2.0,Full-time,UAE,Unknown,Other,Executive,Retail,749.3188010899183
3.0,Full-time,UAE,Bachelor,Other,Executive,Other,885.5585831062671
2.0,Full-time,UAE,High School,Food & Beverage,Unknown,Food & Beverage,692.0980926430518
3.0,Full-time,UAE,Unknown,Other,Lead,Manufacturing,817.4386920980927
2.0,Full-time,UAE,Unknown,Business,Executive,Manufacturing,544.9591280653951
0.0,Full-time,UAE,Unknown,Business,Assistant,Other,817.4386920980927
3.0,Full-time,UAE,Bachelor,Business,Unknown,Manufacturing,817.4386920980927
0.0,Full-time,UAE,Unknown,Other,Unknown,Hospitality,544.9591280653951
4.0,Full-time,UAE,Bachelor,Other,Unknown,Other,749.3188010899183
0.0,Full-time,UAE,Unknown,Healthcare & Nursing,Senior,Healthcare,1634.8773841961854
2.0,Full-time,Unknown,Bachelor,Healthcare & Nursing,Unknown,Healthcare,3748.0699364214356
2.0,Full-time,UAE,Unknown,Business,Assistant,Other,681.198910081744
3.0,Full-time,UAE,High School,Education & Teaching,Lead,Other,817.4386920980927
0.0,Full-time,UAE,Unknown,Healthcare & Nursing,Unknown,Healthcare,817.4386920980927
0.0,Full-time,UAE,Unknown,Other,Junior,Other,1362.397820163488
2.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,1771.1171662125341
2.0,Full-time,UAE,Unknown,Other,Executive,Retail,953.6784741144415
3.0,Full-time,UAE,Unknown,Other,Unknown,Construction,367.8474114441417
1.0,Full-time,UAE,Unknown,Other,Unknown,Retail,953.6784741144415
0.0,Full-time,UAE,Diploma,Real Estate & Construction,Senior,Manufacturing,408.71934604904635
0.0,Full-time,UAE,Bachelor,Real Estate & Construction,Senior,Construction,817.4386920980927
1.0,Full-time,UAE,Unknown,Other,Unknown,Real Estate,1771.1171662125341
0.0,Freelance,Unknown,Unknown,Other,Manager,Other,136.23978201634878
1.0,Full-time,UAE,Bachelor,Engineering & Technology,Unknown,Other,1362.397820163488
0.0,Full-time,UAE,High School,Other,Unknown,Services,749.3188010899183
2.0,Full-time,UAE,Unknown,Other,Unknown,Other,817.4386920980927
0.0,Full-time,UAE,Unknown,Food & Beverage,Junior,Food & Beverage,613.0790190735695
0.0,Full-time,UAE,High School,IT & Computer Science,Assistant,Healthcare,817.4386920980927
0.0,Part-time,UAE,Unknown,IT & Computer Science,Lead,Retail,35.42234332425068
0.0,Unknown,Unknown,Unknown,Other,Lead,Other,544.9591280653951
1.0,Full-time,UAE,Unknown,Business,Assistant,Real Estate,1158.0381471389646
0.0,Full-time,UAE,Unknown,Food & Beverage,Junior,Hospitality,1089.9182561307903
3.0,Full-time,UAE,Unknown,Other,Manager,Food & Beverage,2724.795640326976
0.0,Full-time,UAE,Unknown,Business,Senior,Energy,2997.2752043596734
1.0,Full-time,UAE,Unknown,Business,Executive,Other,953.6784741144415
0.0,Full-time,UAE,Unknown,Other,Assistant,Other,817.4386920980927
2.0,Full-time,UAE,Unknown,Other,Unknown,Other,681.198910081744
2.0,Full-time,UAE,Bachelor,Business,Unknown,Education,1362.397820163488
2.0,Full-time,UAE,Unknown,Other,Unknown,Construction,885.5585831062671
1.0,Full-time,UAE,Unknown,Other,Executive,Finance,817.4386920980927
1.0,Contract,UAE,Diploma,Healthcare & Nursing,Unknown,Healthcare,476.83923705722077
0.0,Full-time,UAE,Unknown,Other,Unknown,Retail,919.6185286103544
12.0,Full-time,UAE,Unknown,Other,Trainer,Education,2997.2752043596734
2.0,Full-time,UAE,Bachelor,Business,Unknown,Finance,4359.673024523161
3.0,Full-time,UAE,Diploma,Food & Beverage,Unknown,Other,681.198910081744
0.0,Full-time,UAE,Unknown,Real Estate & Construction,Manager,Real Estate,1294.2779291553136
3.0,Full-time,UAE,Unknown,Real Estate & Construction,Manager,Construction,953.6784741144415
3.0,Full-time,UAE,Unknown,Other,Junior,Other,1771.1171662125341
0.0,Full-time,UAE,Unknown,IT & Computer Science,Senior,Services,735.6948228882834
3.0,Full-time,Unknown,Unknown,Other,Senior,Retail,1362.397820163488
1.0,Full-time,UAE,Unknown,Other,Unknown,Hospitality,544.9591280653951
3.0,Full-time,UAE,Unknown,Other,Junior,Retail,953.6784741144415
0.0,Full-time,UAE,Unknown,IT & Computer Science,Junior,Real Estate,626.7029972752044
5.0,Full-time,UAE,Unknown,Business,Manager,Construction,5858.310626702998
0.0,Full-time,UAE,Unknown,Other,Junior,Food & Beverage,749.3188010899183
1.0,Unknown,Unknown,Unknown,IT & Computer Science,Executive,Other,817.4386920980927
0.0,Full-time,UAE,Unknown,Other,Executive,Construction,749.3188010899183
2.0,Full-time,UAE,Diploma,Other,Unknown,Other,681.198910081744
0.0,Full-time,UAE,Unknown,Other,Senior,Real Estate,1089.9182561307903
3.0,Unknown,Unknown,Unknown,IT & Computer Science,Senior,Other,613.0790190735695
0.0,Full-time,UAE,Unknown,Other,Unknown,Other,749.3188010899183
3.0,Full-time,UAE,Bachelor,IT & Computer Science,Executive,Technology,1089.9182561307903
5.0,Full-time,UAE,Bachelor,Business,Unknown,Other,4495.91280653951
2.0,Full-time,UAE,Bachelor,Other,Unknown,Construction,817.4386920980927
1.0,Full-time,UAE,Bachelor,Finance & Accounting,Unknown,Other,1089.9182561307903
2.0,Part-time,UAE,Unknown,Other,Assistant,Retail,32.69754768392371
1.0,Full-time,UAE,Bachelor,Business,Unknown,Other,1021.7983651226159
1.0,Full-time,UAE,Unknown,Other,Unknown,Other,749.3188010899183
1.0,Full-time,UAE,Unknown,Business,Senior,Technology,408.71934604904635
30.0,Full-time,UAE,Diploma,Business,Unknown,Technology,2724.795640326976
2.0,Full-time,UAE,Bachelor,Business,Assistant,Other,2179.8365122615805
2.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Other,613.0790190735695
5.0,Full-time,UAE,Unknown,Other,Assistant,Construction,1158.0381471389646
2.0,Full-time,UAE,Bachelor,Business,Unknown,Other,2452.316076294278
4.0,Full-time,UAE,Unknown,Other,Senior,Construction,953.6784741144415
1.0,Full-time,UAE,Unknown,Business,Unknown,Other,1021.7983651226159
5.0,Unknown,Unknown,Unknown,Other,Senior,Other,1089.9182561307903
1.0,Full-time,UAE,Unknown,IT & Computer Science,Junior,Other,381.4713896457766
6.0,Full-time,UAE,Unknown,Business,Manager,Travel,4768.392370572207
0.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Real Estate,408.71934604904635
5.0,Full-time,UAE,Unknown,IT & Computer Science,Senior,Construction,1226.158038147139
3.0,Full-time,UAE,Bachelor,Business,Unknown,Other,1634.8773841961854
5.0,Full-time,Unknown,Bachelor,Other,Manager,Other,2316.0762942779293
0.0,Full-time,UAE,Unknown,Business,Executive,Other,1021.7983651226159
1.0,Full-time,UAE,Bachelor,Business,Executive,Technology,1158.0381471389646
2.0,Full-time,UAE,Bachelor,Business,Unknown,Other,749.3188010899183
2.0,Full-time,UAE,Bachelor,Other,Assistant,Other,749.3188010899183
1.0,Full-time,UAE,High School,Other,Assistant,Other,1089.9182561307903
1.0,Full-time,UAE,Unknown,Food & Beverage,Unknown,Retail,858.3106267029974
0.0,Full-time,UAE,Unknown,Business,Lead,Other,681.198910081744
2.0,Unknown,Unknown,Unknown,Other,Senior,Other,1089.9182561307903
5.0,Full-time,UAE,High School,Business,Executive,Other,1226.158038147139
1.0,Full-time,UAE,Bachelor,Business,Unknown,Other,1021.7983651226159
4.0,Full-time,UAE,Unknown,Other,Manager,Hospitality,953.6784741144415
0.0,Full-time,UAE,Unknown,Other,Assistant,Other,613.0790190735695
10.0,Full-time,UAE,Unknown,Real Estate & Construction,Manager,Real Estate,2997.2752043596734
1.0,Full-time,UAE,College,Other,Unknown,Logistics,1158.0381471389646
2.0,Full-time,UAE,Unknown,Other,Unknown,Travel,1498.6376021798367
1.0,Full-time,UAE,Bachelor,Finance & Accounting,Unknown,Other,1158.0381471389646
0.0,Full-time,UAE,Unknown,Business,Junior,Hospitality,681.198910081744
0.0,Full-time,UAE,Unknown,Business,Manager,Retail,953.6784741144415
5.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Technology,1362.397820163488
0.0,Full-time,UAE,Unknown,Other,Assistant,Other,817.4386920980927
1.0,Full-time,UAE,High School,Other,Unknown,Other,681.198910081744
10.0,Full-time,UAE,Unknown,Other,Manager,Construction,1362.397820163488
10.0,Full-time,UAE,Bachelor,Business,Manager,Technology,3678.4741144414174
1.0,Full-time,UAE,Bachelor,Business,Unknown,Construction,1158.0381471389646
2.0,Full-time,UAE,Unknown,Other,Unknown,Hospitality,517.7111716621254
1.0,Full-time,UAE,Unknown,Other,Senior,Other,885.5585831062671
2.0,Full-time,UAE,Unknown,IT & Computer Science,Executive,Education,517.7111716621254
1.0,Full-time,Unknown,Unknown,Other,Unknown,Other,1907.356948228883
0.0,Full-time,UAE,Unknown,Business,Manager,Retail,953.6784741144415
5.0,Full-time,UAE,Unknown,Business,Executive,Other,2724.795640326976
3.0,Full-time,UAE,Bachelor,Business,Mid,Other,1362.397820163488
1.0,Full-time,UAE,Bachelor,Other,Senior,Other,790.1907356948229
1.0,Full-time,UAE,Unknown,Business,Unknown,Technology,953.6784741144415
1.0,Full-time,UAE,Bachelor,Other,Unknown,Manufacturing,1634.8773841961854
10.0,Full-time,UAE,Bachelor,Business,Manager,Other,5449.591280653952
1.0,Full-time,UAE,Unknown,Business,Unknown,Manufacturing,681.198910081744
0.0,Unknown,Unknown,Unknown,IT & Computer Science,Executive,Other,1634.8773841961854
0.0,Full-time,UAE,Unknown,Other,Junior,Real Estate,885.5585831062671
1.0,Full-time,UAE,Unknown,Business,Executive,Other,681.198910081744
5.0,Full-time,Iraq/Sudan,Bachelor,Finance & Accounting,Senior,Other,1021.7983651226159
6.0,Full-time,UAE,Bachelor,IT & Computer Science,Senior,Other,3027.5204359673025
3.0,Full-time,UAE,Unknown,Business,Unknown,Manufacturing,817.4386920980927
1.0,Full-time,UAE,Bachelor,Business,Unknown,Other,681.198910081744
0.0,Full-time,UAE,Unknown,Business,Unknown,Retail,1226.158038147139
0.0,Full-time,UAE,Unknown,Other,Senior,Construction,1907.356948228883
0.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Other,544.9591280653951
1.0,Full-time,UAE,Unknown,Business,Junior,Other,953.6784741144415
0.0,Full-time,UAE,Unknown,Business,Junior,Manufacturing,613.0790190735695
5.0,Full-time,UAE,Unknown,Business,Assistant,Other,2724.795640326976
1.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Education,1226.158038147139
2.0,Full-time,UAE,Diploma,Real Estate & Construction,Unknown,Advertising,517.7111716621254
3.0,Full-time,UAE,Unknown,Other,Executive,Retail,2043.5967302452318
1.0,Full-time,UAE,Unknown,Business,Assistant,Other,640.3269754768393
0.0,Full-time,UAE,Unknown,IT & Computer Science,Senior,Other,517.7111716621254
5.0,Full-time,UAE,Unknown,Business,Assistant,Other,2724.795640326976
4.0,Full-time,UAE,Unknown,Business,Unknown,Logistics,1975.4768392370574
1.0,Full-time,UAE,High School,Business,Unknown,Retail,749.3188010899183
1.0,Full-time,UAE,Unknown,Business,Manager,Services,749.3188010899183
1.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,1634.8773841961854
3.0,Full-time,UAE,Bachelor,Other,Lead,Retail,2861.0354223433246
0.0,Full-time,UAE,Unknown,Other,Unknown,Hospitality,681.198910081744
0.0,Full-time,UAE,Unknown,Business,Unknown,Manufacturing,953.6784741144415
0.0,Full-time,UAE,Unknown,Other,Manager,Retail,1498.6376021798367
0.0,Full-time,UAE,Bachelor,IT & Computer Science,Senior,Technology,681.198910081744
0.0,Full-time,UAE,Unknown,Other,Executive,Other,681.198910081744
0.0,Full-time,UAE,Unknown,Business,Unknown,Other,681.198910081744
0.0,Full-time,UAE,High School,Sales & Marketing,Unknown,Retail,681.198910081744
0.0,Full-time,UAE,Unknown,Business,Assistant,Other,544.9591280653951
0.0,Full-time,UAE,Unknown,IT & Computer Science,Lead,Other,490.46321525885566
2.0,Full-time,UAE,Unknown,Sales & Marketing,Manager,Retail,1430.5177111716623
1.0,Temporary,UAE,Unknown,Business,Junior,Hospitality,953.6784741144415
3.0,Full-time,UAE,Unknown,Food & Beverage,Unknown,Food & Beverage,871.9346049046322
0.0,Full-time,UAE,Unknown,Other,Manager,Construction,613.0790190735695
1.0,Full-time,UAE,Bachelor,Other,Junior,Retail,817.4386920980927
0.0,Full-time,UAE,Unknown,Other,Senior,Construction,681.198910081744
0.0,Full-time,UAE,Unknown,IT & Computer Science,Manager,Technology,3269.754768392371
0.0,Full-time,UAE,Unknown,Business,Unknown,Other,408.71934604904635
2.0,Full-time,UAE,Bachelor,Business,Executive,Other,1771.1171662125341
0.0,Full-time,UAE,Unknown,Business,Manager,Real Estate,885.5585831062671
1.0,Full-time,UAE,Unknown,Other,Unknown,Retail,953.6784741144415
2.0,Full-time,UAE,Unknown,Other,Senior,Advertising,1634.8773841961854
0.0,Full-time,UAE,Unknown,Business,Executive,Retail,953.6784741144415
0.0,Full-time,UAE,Unknown,Healthcare & Nursing,Junior,Healthcare,1362.397820163488
6.0,Full-time,UAE,Bachelor,Real Estate & Construction,Unknown,Other,2179.8365122615805
0.0,Full-time,UAE,Unknown,Business,Unknown,Other,681.198910081744
1.0,Full-time,UAE,Unknown,Other,Executive,Retail,1226.158038147139
2.0,Full-time,UAE,Bachelor,Business,Senior,Manufacturing,885.5585831062671
0.0,Full-time,UAE,Unknown,Business,Unknown,Manufacturing,1498.6376021798367
0.0,Contract,UAE,Unknown,Sales & Marketing,Unknown,Retail,1089.9182561307903
2.0,Full-time,UAE,Unknown,Business,Unknown,Technology,1158.0381471389646
1.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,1089.9182561307903
1.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Other,490.46321525885566
2.0,Full-time,UAE,Unknown,Other,Senior,Other,1226.158038147139
0.0,Full-time,UAE,Bachelor,Sales & Marketing,Manager,Other,1226.158038147139
0.0,Full-time,UAE,Diploma,Business,Unknown,Other,681.198910081744
3.0,Full-time,UAE,Master,Business,Executive,Other,749.3188010899183
2.0,Full-time,UAE,Unknown,IT & Computer Science,Assistant,Other,647.1389645776568
3.0,Full-time,UAE,Bachelor,Finance & Accounting,Unknown,Food & Beverage,1771.1171662125341
1.0,Full-time,UAE,Unknown,Other,Unknown,Technology,1089.9182561307903
0.0,Full-time,UAE,Unknown,Business,Lead,Healthcare,681.198910081744
1.0,Full-time,UAE,Unknown,Other,Junior,Technology,1362.397820163488
0.0,Full-time,UAE,Unknown,Food & Beverage,Lead,Food & Beverage,749.3188010899183
0.0,Full-time,UAE,Unknown,Business,Assistant,Other,817.4386920980927
0.0,Full-time,UAE,Unknown,Business,Executive,Other,1362.397820163488
1.0,Full-time,UAE,Unknown,Real Estate & Construction,Unknown,Real Estate,1089.9182561307903
0.0,Full-time,UAE,Unknown,Healthcare & Nursing,Assistant,Healthcare,2316.0762942779293
1.0,Full-time,UAE,Unknown,Business,Assistant,Other,408.71934604904635
0.0,Full-time,UAE,Unknown,Business,Unknown,Manufacturing,544.9591280653951
1.0,Full-time,UAE,Bachelor,Other,Unknown,Other,408.71934604904635
0.0,Full-time,UAE,Unknown,Business,Junior,Other,1226.158038147139
2.0,Full-time,Unknown,Bachelor,Healthcare & Nursing,Unknown,Healthcare,3748.0699364214356
1.0,Full-time,UAE,Unknown,IT & Computer Science,Junior,Other,544.9591280653951
1.0,Full-time,Egypt,Bachelor,Business,Unknown,Healthcare,7000.0
0.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Unknown,Healthcare,2452.316076294278
0.0,Full-time,Unknown,Bachelor,Other,Unknown,Technology,5000.0
0.0,Full-time,Europe,Bachelor,Other,Unknown,Technology,5000.0
3.0,Full-time,Unknown,Master,Other,Senior,Technology,3500.0
3.0,Full-time,Unknown,Bachelor,IT & Computer Science,Manager,Technology,4000.0
0.0,Full-time,MENA,Unknown,Education & Teaching,Unknown,Education,3500.0
3.0,Full-time,Unknown,Unknown,Education & Teaching,Senior,Education,8500.0
5.0,Full-time,Unknown,Unknown,Real Estate & Construction,Manager,Manufacturing,4750.0
10.0,Full-time,Saudi Arabia,Unknown,Real Estate & Construction,Manager,Real Estate,10000.0
3.0,Full-time,UAE,Unknown,Other,Manager,Logistics,12500.0
3.0,Full-time,Unknown,Bachelor,Business,Unknown,Retail,2500.0
0.0,Full-time,Saudi Arabia,Unknown,Other,Executive,Manufacturing,3250.0
2.0,Full-time,Saudi Arabia,Unknown,IT & Computer Science,Unknown,Manufacturing,2250.0
2.0,Full-time,Unknown,Bachelor,Healthcare & Nursing,Unknown,Healthcare,168755.5
2.0,Full-time,Unknown,Bachelor,Business,Manager,Retail,7500.0
3.0,Full-time,Unknown,Bachelor,IT & Computer Science,Executive,Other,1236.263736263736
5.0,Full-time,Unknown,Bachelor,Business,Manager,Other,8241.758241758242
30.0,Full-time,MENA,Unknown,Other,Junior,Hospitality,934.0659340659339
10.0,Full-time,Unknown,Unknown,Finance & Accounting,Executive,Real Estate,13049.450549450548
3.0,Full-time,Unknown,Unknown,Engineering & Technology,Unknown,Manufacturing,824.1758241758241
0.0,Full-time,UAE,Bachelor/Master,Education & Teaching,Unknown,Education,1226.158038147139
0.0,Unknown,Unknown,Unknown,Other,Assistant,Other,885.5585831062671
0.0,Full-time,UAE,Unknown,Real Estate & Construction,Assistant,Other,817.4386920980927
0.0,Unknown,Unknown,Unknown,Real Estate & Construction,Assistant,Other,817.4386920980927
2.0,Full-time,UAE,Unknown,Business,Manager,Other,885.5585831062671
0.0,Contract,UAE,Unknown,Other,Assistant,Other,544.9591280653951
0.0,Full-time,UAE,Unknown,Food & Beverage,Unknown,Hospitality,354.22343324250687
2.0,Full-time,UAE,Bachelor,Other,Assistant,Banking,953.6784741144415
0.0,Full-time,UAE,Unknown,Business,Manager,Manufacturing,4495.91280653951
2.0,Full-time,UAE,Unknown,Sales & Marketing,Executive,Retail,1634.8773841961854
0.0,Full-time,UAE,Unknown,Other,Unknown,Other,2043.5967302452318
0.0,Full-time,UAE,Unknown,Sales & Marketing,Unknown,Retail,953.6784741144415
0.0,Full-time,UAE,Unknown,Other,Assistant,Other,1771.1171662125341
2.0,Full-time,UAE,Bachelor,Other,Unknown,Healthcare,2179.8365122615805
3.0,Full-time,UAE,Unknown,Sales & Marketing,Mid,Other,1158.0381471389646
0.0,Full-time,UAE,Unknown,Engineering & Technology,Junior,Manufacturing,681.198910081744
3.0,Full-time,UAE,Unknown,Business,Manager,Other,953.6784741144415
1.0,Full-time,UAE,Unknown,Business,Manager,Other,2179.8365122615805
1.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Technology,1089.9182561307903
1.0,Full-time,UAE,Bachelor,Other,Unknown,Banking,885.5585831062671
1.0,Full-time,UAE,Unknown,Real Estate & Construction,Unknown,Real Estate,613.0790190735695
0.0,Full-time,UAE,Unknown,Other,Assistant,Travel,681.198910081744
0.0,Full-time,UAE,Unknown,Healthcare & Nursing,Unknown,Healthcare,953.6784741144415
2.0,Full-time,UAE,Bachelor,Real Estate & Construction,Unknown,Other,585.8310626702997
0.0,Unknown,Unknown,Unknown,Other,Unknown,Other,817.4386920980927
1.0,Full-time,UAE,Unknown,Other,Unknown,Retail,749.3188010899183
0.0,Contract,UAE,Unknown,Other,Unknown,Other,1158.0381471389646
0.0,Full-time,UAE,Unknown,IT & Computer Science,Junior,Other,408.71934604904635
0.0,Unknown,Unknown,Unknown,Real Estate & Construction,Assistant,Other,4468.664850136241
1.0,Full-time,UAE,Bachelor,Real Estate & Construction,Unknown,Real Estate,681.198910081744
4.0,Full-time,UAE,Unknown,Business,Lead,Other,504.08719346049054
2.0,Full-time,UAE,Unknown,Other,Unknown,Other,953.6784741144415
0.0,Full-time,UAE,Unknown,Engineering & Technology,Senior,Manufacturing,381.4713896457766
2.0,Full-time,UAE,Unknown,Food & Beverage,Junior,Hospitality,504.08719346049054
0.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Executive,Healthcare,1907.356948228883
1.0,Full-time,UAE,Unknown,Business,Manager,Retail,1907.356948228883
0.0,Full-time,UAE,Bachelor,Sales & Marketing,Executive,Retail,817.4386920980927
2.0,Full-time,UAE,Unknown,Healthcare & Nursing,Senior,Healthcare,749.3188010899183
5.0,Full-time,UAE,Bachelor,Other,Executive,Other,2452.316076294278
4.0,Full-time,UAE,Bachelor,Sales & Marketing,Unknown,Food & Beverage,2452.316076294278
0.0,Full-time,UAE,Unknown,Food & Beverage,Executive,Hospitality,2179.8365122615805
1.0,Full-time,UAE,Unknown,Real Estate & Construction,Executive,Real Estate,1021.7983651226159
0.0,Full-time,UAE,Unknown,IT & Computer Science,Lead,Recreation,408.71934604904635
2.0,Full-time,UAE,Bachelor,IT & Computer Science,Lead,Healthcare,681.198910081744
0.0,Full-time,UAE,Unknown,Sales & Marketing,Executive,Other,953.6784741144415
0.0,Full-time,UAE,Unknown,Other,Lead,Finance,1362.397820163488
2.0,Full-time,UAE,Unknown,Business,Unknown,Retail,1226.158038147139
1.0,Full-time,UAE,Unknown,Business,Junior,Other,613.0790190735695
0.0,Full-time,UAE,Bachelor,Finance & Accounting,Assistant,Other,681.198910081744
1.0,Full-time,UAE,College,Education & Teaching,Unknown,Education,681.198910081744
5.0,Full-time,UAE,Unknown,Other,Lead,Hospitality,490.46321525885566
5.0,Unknown,Unknown,Unknown,Other,Assistant,Other,613.0790190735695
5.0,Full-time,UAE,Unknown,Engineering & Technology,Unknown,Manufacturing,613.0790190735695
0.0,Full-time,UAE,Bachelor,Other,Unknown,Healthcare,2247.956403269755
0.0,Full-time,UAE,Unknown,Other,Unknown,Construction,613.0790190735695
0.0,Full-time,UAE,Unknown,Other,Unknown,Tourism,749.3188010899183
0.0,Full-time,UAE,Unknown,Other,Executive,Retail,749.3188010899183
0.0,Full-time,UAE,Unknown,IT & Computer Science,Junior,Other,749.3188010899183
1.0,Full-time,UAE,Unknown,Other,Unknown,Retail,749.3188010899183
2.0,Full-time,UAE,Unknown,Real Estate & Construction,Senior,Manufacturing,408.71934604904635
0.0,Temporary,UAE,Unknown,IT & Computer Science,Unknown,Other,653.9509536784742
4.0,Full-time,Unknown,Unknown,Business,Manager,Other,1362.397820163488
2.0,Full-time,UAE,Diploma,Other,Unknown,Advertising,572.2070844686649
3.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Manufacturing,517.7111716621254
2.0,Full-time,Unknown,Bachelor,Healthcare & Nursing,Unknown,Healthcare,3748.0699364214356
2.0,Full-time,UAE,Diploma,Other,Unknown,Advertising,572.2070844686649
3.0,Full-time,UAE,High School,Business,Unknown,Healthcare,953.6784741144415
4.0,Unknown,Unknown,Unknown,IT & Computer Science,Executive,Other,1089.9182561307903
0.0,Full-time,UAE,Bachelor,Real Estate & Construction,Senior,Real Estate,1089.9182561307903
2.0,Full-time,UAE,High School,IT & Computer Science,Unknown,Other,585.8310626702997
3.0,Unknown,Unknown,Unknown,Business,Assistant,Other,1498.6376021798367
1.0,Full-time,UAE,Unknown,IT & Computer Science,Lead,Other,544.9591280653951
0.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Real Estate,544.9591280653951
0.0,Contract,UAE,Unknown,Other,Lead,Finance,1089.9182561307903
0.0,Full-time,UAE,Unknown,IT & Computer Science,Unknown,Other,476.83923705722077
2.0,Full-time,UAE,Bachelor,Business,Senior,Technology,749.3188010899183
0.0,Full-time,UAE,Unknown,Food & Beverage,Junior,Hospitality,613.0790190735695
0.0,Full-time,UAE,Unknown,Business,Unknown,Other,1089.9182561307903
0.0,Full-time,UAE,Unknown,Other,Unknown,Other,1089.9182561307903
0.0,Full-time,UAE,Unknown,Business,Junior,Real Estate,490.46321525885566
2.0,Full-time,UAE,Diploma,Real Estate & Construction,Unknown,Advertising,517.7111716621254
0.0,Full-time,UAE,Unknown,Business,Executive,Other,1294.2779291553136
0.0,Full-time,UAE,Bachelor,Healthcare & Nursing,Manager,Healthcare,1498.6376021798367
0.0,Full-time,UAE,Unknown,Food & Beverage,Unknown,Food & Beverage,885.5585831062671
